index,unti1_rgb,unit1_bbox,unit1_centers,unit1_beam_index,num_objects
535,./unit1/camera_data/image_BS1_2806_03_25_57.jpg,"[[883, 71, 953, 109]]","[0.95625, 0.16666666666666666, 0.07291666666666667, 0.07037037037037037]",59,1
537,./unit1/camera_data/image_BS1_7839_03_36_42.jpg,"[[432, 91, 588, 141]]","[0.53125, 0.21481481481481482, 0.1625, 0.09259259259259259]",31,1
538,./unit1/camera_data/image_BS1_7822_03_36_39.jpg,"[[173, 90, 336, 142]]","[0.26510416666666664, 0.21481481481481482, 0.16979166666666667, 0.0962962962962963]",14,1
540,./unit1/camera_data/image_BS1_4889_03_30_23.jpg,"[[750, 88, 913, 139]]","[0.8661458333333333, 0.2101851851851852, 0.16979166666666667, 0.09444444444444444]",51,1
542,./unit1/camera_data/image_BS1_349_03_20_42.jpg,"[[159, 77, 261, 114]]","[0.21875, 0.17685185185185184, 0.10625, 0.06851851851851852]",11,1
543,./unit1/camera_data/image_BS1_5367_03_31_24.jpg,"[[463, 94, 615, 145]]","[0.5614583333333333, 0.2212962962962963, 0.15833333333333333, 0.09444444444444444]",34,1
544,./unit1/camera_data/image_BS1_9846_03_41_02.jpg,"[[851, 74, 951, 112]]","[0.9385416666666667, 0.17222222222222222, 0.10416666666666667, 0.07037037037037037]",59,1
545,./unit1/camera_data/image_BS1_5143_03_30_56.jpg,"[[244, 75, 377, 114]]","[0.3234375, 0.175, 0.13854166666666667, 0.07222222222222222]",17,1
546,./unit1/camera_data/image_BS1_3906_03_28_17.jpg,"[[517, 89, 667, 141]]","[0.6166666666666667, 0.21296296296296297, 0.15625, 0.0962962962962963]",38,1
547,./unit1/camera_data/image_BS1_7860_03_36_44.jpg,"[[753, 89, 916, 138]]","[0.8692708333333333, 0.2101851851851852, 0.16979166666666667, 0.09074074074074075]",51,1
548,./unit1/camera_data/image_BS1_3379_03_27_10.jpg,"[[689, 91, 846, 141]]","[0.7994791666666666, 0.21481481481481482, 0.16354166666666667, 0.09259259259259259]",48,1
549,./unit1/camera_data/image_BS1_2538_03_25_23.jpg,"[[223, 91, 378, 143]]","[0.31302083333333336, 0.21666666666666667, 0.16145833333333334, 0.0962962962962963]",17,1
550,./unit1/camera_data/image_BS1_5910_03_32_34.jpg,"[[237, 91, 403, 143]]","[0.3333333333333333, 0.21666666666666667, 0.17291666666666666, 0.0962962962962963]",17,1
551,./unit1/camera_data/image_BS1_2302_03_24_52.jpg,"[[150, 76, 267, 114]]","[0.2171875, 0.17592592592592593, 0.121875, 0.07037037037037037]",13,1
552,./unit1/camera_data/image_BS1_9538_03_40_22.jpg,"[[801, 93, 960, 147]]","[0.9171875, 0.2222222222222222, 0.165625, 0.1]",55,1
555,./unit1/camera_data/image_BS1_3620_03_27_41.jpg,"[[682, 72, 791, 109]]","[0.7671875, 0.1675925925925926, 0.11354166666666667, 0.06851851851851852]",48,1
556,./unit1/camera_data/image_BS1_333_03_20_40.jpg,"[[322, 74, 436, 114]]","[0.39479166666666665, 0.17407407407407408, 0.11875, 0.07407407407407407]",23,1
557,./unit1/camera_data/image_BS1_324_03_20_39.jpg,"[[401, 70, 515, 110]]","[0.47708333333333336, 0.16666666666666666, 0.11875, 0.07407407407407407]",28,1
558,./unit1/camera_data/image_BS1_9896_03_41_09.jpg,"[[385, 72, 494, 109]]","[0.4578125, 0.1675925925925926, 0.11354166666666667, 0.06851851851851852]",28,1
559,./unit1/camera_data/image_BS1_3380_03_27_10.jpg,"[[698, 91, 858, 140]]","[0.8104166666666667, 0.21388888888888888, 0.16666666666666666, 0.09074074074074075]",48,1
560,./unit1/camera_data/image_BS1_9851_03_41_03.jpg,"[[827, 72, 955, 113]]","[0.928125, 0.1712962962962963, 0.13333333333333333, 0.07592592592592592]",59,1
561,./unit1/camera_data/image_BS1_8630_03_38_24.jpg,"[[744, 89, 902, 139]]","[0.8572916666666667, 0.2111111111111111, 0.16458333333333333, 0.09259259259259259]",52,1
563,./unit1/camera_data/image_BS1_3322_03_27_03.jpg,"[[5, 90, 162, 145]]","[0.08697916666666666, 0.2175925925925926, 0.16354166666666667, 0.10185185185185185]",6,1
564,./unit1/camera_data/image_BS1_4885_03_30_23.jpg,"[[709, 90, 863, 138]]","[0.81875, 0.2111111111111111, 0.16041666666666668, 0.08888888888888889]",49,1
565,./unit1/camera_data/image_BS1_7006_03_34_55.jpg,"[[4, 90, 166, 144]]","[0.08854166666666667, 0.21666666666666667, 0.16875, 0.1]",7,1
566,./unit1/camera_data/image_BS1_2818_03_25_58.jpg,"[[761, 72, 877, 109]]","[0.853125, 0.1675925925925926, 0.12083333333333333, 0.06851851851851852]",52,1
567,./unit1/camera_data/image_BS1_665_03_21_23.jpg,"[[702, 91, 862, 139]]","[0.8145833333333333, 0.21296296296296297, 0.16666666666666666, 0.08888888888888889]",49,1
568,./unit1/camera_data/image_BS1_3376_03_27_10.jpg,"[[660, 89, 820, 141]]","[0.7708333333333334, 0.21296296296296297, 0.16666666666666666, 0.0962962962962963]",47,1
569,./unit1/camera_data/image_BS1_4321_03_29_10.jpg,"[[94, 90, 261, 144]]","[0.18489583333333334, 0.21666666666666667, 0.17395833333333333, 0.1]",11,1
571,./unit1/camera_data/image_BS1_1313_03_22_46.jpg,"[[791, 87, 959, 137]]","[0.9114583333333334, 0.2074074074074074, 0.175, 0.09259259259259259]",55,1
572,./unit1/camera_data/image_BS1_2530_03_25_22.jpg,"[[157, 91, 312, 141]]","[0.24427083333333333, 0.21481481481481482, 0.16145833333333334, 0.09259259259259259]",13,1
573,./unit1/camera_data/image_BS1_9512_03_40_19.jpg,"[[488, 91, 638, 140]]","[0.5864583333333333, 0.21388888888888888, 0.15625, 0.09074074074074075]",34,1
574,./unit1/camera_data/image_BS1_3925_03_28_20.jpg,"[[782, 86, 955, 137]]","[0.9046875, 0.2064814814814815, 0.18020833333333333, 0.09444444444444444]",55,1
575,./unit1/camera_data/image_BS1_658_03_21_22.jpg,"[[635, 89, 791, 141]]","[0.7427083333333333, 0.21296296296296297, 0.1625, 0.0962962962962963]",44,1
576,./unit1/camera_data/image_BS1_2556_03_25_25.jpg,"[[339, 89, 489, 141]]","[0.43125, 0.21296296296296297, 0.15625, 0.0962962962962963]",23,1
578,./unit1/camera_data/image_BS1_2514_03_25_20.jpg,"[[5, 90, 162, 143]]","[0.08697916666666666, 0.21574074074074073, 0.16354166666666667, 0.09814814814814815]",3,1
579,./unit1/camera_data/image_BS1_1061_03_22_14.jpg,"[[59, 76, 186, 116]]","[0.12760416666666666, 0.17777777777777778, 0.13229166666666667, 0.07407407407407407]",7,1
581,./unit1/camera_data/image_BS1_320_03_20_39.jpg,"[[434, 72, 548, 112]]","[0.5114583333333333, 0.17037037037037037, 0.11875, 0.07407407407407407]",32,1
583,./unit1/camera_data/image_BS1_667_03_21_23.jpg,"[[728, 89, 889, 139]]","[0.8421875, 0.2111111111111111, 0.16770833333333332, 0.09259259259259259]",51,1
584,./unit1/camera_data/image_BS1_6809_03_34_29.jpg,"[[763, 72, 886, 109]]","[0.8588541666666667, 0.1675925925925926, 0.128125, 0.06851851851851852]",52,1
585,./unit1/camera_data/image_BS1_9887_03_41_07.jpg,"[[499, 70, 611, 110]]","[0.578125, 0.16666666666666666, 0.11666666666666667, 0.07407407407407407]",37,1
587,./unit1/camera_data/image_BS1_622_03_21_17.jpg,"[[347, 91, 505, 142]]","[0.44375, 0.21574074074074073, 0.16458333333333333, 0.09444444444444444]",24,1
588,./unit1/camera_data/image_BS1_8639_03_38_25.jpg,"[[882, 86, 959, 144]]","[0.9588541666666667, 0.21296296296296297, 0.08020833333333334, 0.10740740740740741]",61,1
589,./unit1/camera_data/image_BS1_5928_03_32_36.jpg,"[[468, 91, 618, 140]]","[0.565625, 0.21388888888888888, 0.15625, 0.09074074074074075]",34,1
590,./unit1/camera_data/image_BS1_5921_03_32_35.jpg,"[[378, 90, 533, 140]]","[0.4744791666666667, 0.21296296296296297, 0.16145833333333334, 0.09259259259259259]",27,1
591,./unit1/camera_data/image_BS1_1009_03_22_07.jpg,"[[639, 70, 754, 110]]","[0.7255208333333333, 0.16666666666666666, 0.11979166666666667, 0.07407407407407407]",46,1
592,./unit1/camera_data/image_BS1_7418_03_35_48.jpg,"[[585, 71, 693, 110]]","[0.665625, 0.1675925925925926, 0.1125, 0.07222222222222222]",42,1
594,./unit1/camera_data/image_BS1_7816_03_36_39.jpg,"[[65, 89, 229, 142]]","[0.153125, 0.21388888888888888, 0.17083333333333334, 0.09814814814814815]",8,1
596,./unit1/camera_data/image_BS1_5352_03_31_22.jpg,"[[245, 93, 409, 145]]","[0.340625, 0.22037037037037038, 0.17083333333333334, 0.0962962962962963]",17,1
597,./unit1/camera_data/image_BS1_280_03_20_33.jpg,"[[725, 72, 840, 109]]","[0.8151041666666666, 0.1675925925925926, 0.11979166666666667, 0.06851851851851852]",51,1
598,./unit1/camera_data/image_BS1_7835_03_36_41.jpg,"[[376, 91, 526, 140]]","[0.46979166666666666, 0.21388888888888888, 0.15625, 0.09074074074074075]",26,1
599,./unit1/camera_data/image_BS1_1317_03_22_47.jpg,"[[837, 83, 957, 131]]","[0.934375, 0.19814814814814816, 0.125, 0.08888888888888889]",57,1
600,./unit1/camera_data/image_BS1_2533_03_25_22.jpg,"[[179, 90, 336, 142]]","[0.2682291666666667, 0.21481481481481482, 0.16354166666666667, 0.0962962962962963]",14,1
602,./unit1/camera_data/image_BS1_6838_03_34_33.jpg,"[[346, 74, 468, 113]]","[0.4239583333333333, 0.17314814814814813, 0.12708333333333333, 0.07222222222222222]",25,1
603,./unit1/camera_data/image_BS1_345_03_20_42.jpg,"[[180, 76, 306, 114]]","[0.253125, 0.17592592592592593, 0.13125, 0.07037037037037037]",14,1
605,./unit1/camera_data/image_BS1_9482_03_40_15.jpg,"[[162, 82, 279, 127]]","[0.2296875, 0.1935185185185185, 0.121875, 0.08333333333333333]",13,1
606,./unit1/camera_data/image_BS1_4839_03_30_17.jpg,"[[435, 89, 586, 140]]","[0.5317708333333333, 0.21203703703703702, 0.15729166666666666, 0.09444444444444444]",29,1
607,./unit1/camera_data/image_BS1_1023_03_22_09.jpg,"[[493, 72, 608, 112]]","[0.5734375, 0.17037037037037037, 0.11979166666666667, 0.07407407407407407]",37,1
608,./unit1/camera_data/image_BS1_7022_03_34_57.jpg,"[[379, 90, 532, 140]]","[0.4744791666666667, 0.21296296296296297, 0.159375, 0.09259259259259259]",27,1
609,./unit1/camera_data/image_BS1_4896_03_30_24.jpg,"[[836, 89, 960, 138]]","[0.9354166666666667, 0.2101851851851852, 0.12916666666666668, 0.09074074074074075]",55,1
610,./unit1/camera_data/image_BS1_6279_03_33_21.jpg,"[[157, 77, 280, 113]]","[0.22760416666666666, 0.17592592592592593, 0.128125, 0.06666666666666667]",13,1
611,./unit1/camera_data/image_BS1_7413_03_35_47.jpg,"[[662, 72, 781, 109]]","[0.7515625, 0.1675925925925926, 0.12395833333333334, 0.06851851851851852]",47,1
613,./unit1/camera_data/image_BS1_8575_03_38_17.jpg,"[[9, 88, 96, 137]]","[0.0546875, 0.20833333333333334, 0.090625, 0.09074074074074075]",3,1
615,./unit1/camera_data/image_BS1_4618_03_29_49.jpg,"[[423, 71, 541, 112]]","[0.5020833333333333, 0.16944444444444445, 0.12291666666666666, 0.07592592592592592]",30,1
617,./unit1/camera_data/image_BS1_8077_03_37_12.jpg,"[[632, 72, 732, 110]]","[0.7104166666666667, 0.1685185185185185, 0.10416666666666667, 0.07037037037037037]",45,1
618,./unit1/camera_data/image_BS1_2263_03_24_48.jpg,"[[715, 72, 831, 109]]","[0.8052083333333333, 0.1675925925925926, 0.12083333333333333, 0.06851851851851852]",52,1
619,./unit1/camera_data/image_BS1_340_03_20_41.jpg,"[[243, 74, 365, 113]]","[0.31666666666666665, 0.17314814814814813, 0.12708333333333333, 0.07222222222222222]",17,1
620,./unit1/camera_data/image_BS1_293_03_20_35.jpg,"[[630, 73, 744, 110]]","[0.715625, 0.16944444444444445, 0.11875, 0.06851851851851852]",45,1
622,./unit1/camera_data/image_BS1_6273_03_33_21.jpg,"[[243, 74, 362, 113]]","[0.3151041666666667, 0.17314814814814813, 0.12395833333333334, 0.07222222222222222]",17,1
623,./unit1/camera_data/image_BS1_8626_03_38_23.jpg,"[[684, 92, 842, 141]]","[0.7947916666666667, 0.21574074074074073, 0.16458333333333333, 0.09074074074074075]",49,1
624,./unit1/camera_data/image_BS1_1316_03_22_47.jpg,"[[820, 84, 957, 131]]","[0.9255208333333333, 0.19907407407407407, 0.14270833333333333, 0.08703703703703704]",57,1
625,./unit1/camera_data/image_BS1_7852_03_36_43.jpg,"[[632, 88, 784, 140]]","[0.7375, 0.2111111111111111, 0.15833333333333333, 0.0962962962962963]",46,1
626,./unit1/camera_data/image_BS1_8091_03_37_14.jpg,"[[482, 72, 595, 112]]","[0.5609375, 0.17037037037037037, 0.11770833333333333, 0.07407407407407407]",34,1
627,./unit1/camera_data/image_BS1_4876_03_30_22.jpg,"[[632, 88, 782, 139]]","[0.7364583333333333, 0.2101851851851852, 0.15625, 0.09444444444444444]",45,1
628,./unit1/camera_data/image_BS1_1058_03_22_13.jpg,"[[93, 77, 223, 116]]","[0.16458333333333333, 0.1787037037037037, 0.13541666666666666, 0.07222222222222222]",11,1
629,./unit1/camera_data/image_BS1_669_03_21_23.jpg,"[[747, 89, 910, 139]]","[0.8630208333333333, 0.2111111111111111, 0.16979166666666667, 0.09259259259259259]",51,1
630,./unit1/camera_data/image_BS1_3337_03_27_05.jpg,"[[222, 90, 378, 143]]","[0.3125, 0.21574074074074073, 0.1625, 0.09814814814814815]",17,1
631,./unit1/camera_data/image_BS1_5347_03_31_22.jpg,"[[162, 91, 326, 144]]","[0.25416666666666665, 0.2175925925925926, 0.17083333333333334, 0.09814814814814815]",14,1
632,./unit1/camera_data/image_BS1_9906_03_41_10.jpg,"[[269, 73, 356, 107]]","[0.3255208333333333, 0.16666666666666666, 0.090625, 0.06296296296296296]",19,1
633,./unit1/camera_data/image_BS1_3865_03_28_12.jpg,"[[17, 87, 120, 136]]","[0.07135416666666666, 0.2064814814814815, 0.10729166666666666, 0.09074074074074075]",3,1
634,./unit1/camera_data/image_BS1_3395_03_27_12.jpg,"[[821, 86, 957, 133]]","[0.9260416666666667, 0.20277777777777778, 0.14166666666666666, 0.08703703703703704]",57,1
635,./unit1/camera_data/image_BS1_6815_03_34_30.jpg,"[[688, 72, 798, 109]]","[0.7739583333333333, 0.1675925925925926, 0.11458333333333333, 0.06851851851851852]",46,1
636,./unit1/camera_data/image_BS1_7024_03_34_57.jpg,"[[414, 89, 569, 140]]","[0.5119791666666667, 0.21203703703703702, 0.16145833333333334, 0.09444444444444444]",30,1
637,./unit1/camera_data/image_BS1_5358_03_31_23.jpg,"[[336, 93, 491, 143]]","[0.43072916666666666, 0.21851851851851853, 0.16145833333333334, 0.09259259259259259]",23,1
638,./unit1/camera_data/image_BS1_9888_03_41_08.jpg,"[[484, 71, 595, 109]]","[0.5619791666666667, 0.16666666666666666, 0.115625, 0.07037037037037037]",34,1
639,./unit1/camera_data/image_BS1_2289_03_24_51.jpg,"[[345, 74, 470, 113]]","[0.4244791666666667, 0.17314814814814813, 0.13020833333333334, 0.07222222222222222]",26,1
640,./unit1/camera_data/image_BS1_4831_03_30_16.jpg,"[[393, 90, 541, 139]]","[0.4864583333333333, 0.21203703703703702, 0.15416666666666667, 0.09074074074074075]",27,1
641,./unit1/camera_data/image_BS1_1030_03_22_10.jpg,"[[423, 73, 539, 112]]","[0.5010416666666667, 0.1712962962962963, 0.12083333333333333, 0.07222222222222222]",29,1
643,./unit1/camera_data/image_BS1_681_03_21_25.jpg,"[[848, 82, 958, 132]]","[0.940625, 0.19814814814814816, 0.11458333333333333, 0.09259259259259259]",59,1
644,./unit1/camera_data/image_BS1_8054_03_37_09.jpg,"[[833, 73, 950, 107]]","[0.9286458333333333, 0.16666666666666666, 0.121875, 0.06296296296296296]",55,1
645,./unit1/camera_data/image_BS1_2566_03_25_26.jpg,"[[397, 90, 544, 140]]","[0.4901041666666667, 0.21296296296296297, 0.153125, 0.09259259259259259]",27,1
646,./unit1/camera_data/image_BS1_2028_03_24_18.jpg,"[[376, 90, 533, 140]]","[0.4734375, 0.21296296296296297, 0.16354166666666667, 0.09259259259259259]",27,1
647,./unit1/camera_data/image_BS1_7015_03_34_56.jpg,"[[223, 91, 383, 143]]","[0.315625, 0.21666666666666667, 0.16666666666666666, 0.0962962962962963]",17,1
648,./unit1/camera_data/image_BS1_8613_03_38_22.jpg,"[[512, 90, 665, 143]]","[0.6130208333333333, 0.21574074074074073, 0.159375, 0.09814814814814815]",37,1
649,./unit1/camera_data/image_BS1_2580_03_25_28.jpg,"[[472, 91, 624, 140]]","[0.5708333333333333, 0.21388888888888888, 0.15833333333333333, 0.09074074074074075]",32,1
650,./unit1/camera_data/image_BS1_4649_03_29_53.jpg,"[[19, 76, 141, 115]]","[0.08333333333333333, 0.17685185185185184, 0.12708333333333333, 0.07222222222222222]",6,1
651,./unit1/camera_data/image_BS1_3625_03_27_42.jpg,"[[636, 72, 737, 110]]","[0.7151041666666667, 0.1685185185185185, 0.10520833333333333, 0.07037037037037037]",44,1
653,./unit1/camera_data/image_BS1_5102_03_30_50.jpg,"[[759, 72, 873, 109]]","[0.85, 0.1675925925925926, 0.11875, 0.06851851851851852]",52,1
654,./unit1/camera_data/image_BS1_9909_03_41_10.jpg,"[[222, 72, 313, 110]]","[0.2786458333333333, 0.1685185185185185, 0.09479166666666666, 0.07037037037037037]",17,1
655,./unit1/camera_data/image_BS1_2252_03_24_46.jpg,"[[857, 73, 933, 107]]","[0.9322916666666666, 0.16666666666666666, 0.07916666666666666, 0.06296296296296296]",60,1
656,./unit1/camera_data/image_BS1_4878_03_30_22.jpg,"[[643, 88, 798, 139]]","[0.7505208333333333, 0.2101851851851852, 0.16145833333333334, 0.09444444444444444]",45,1
657,./unit1/camera_data/image_BS1_5396_03_31_28.jpg,"[[851, 87, 960, 136]]","[0.9432291666666667, 0.2064814814814815, 0.11354166666666667, 0.09074074074074075]",58,1
658,./unit1/camera_data/image_BS1_4841_03_30_17.jpg,"[[443, 89, 594, 139]]","[0.5401041666666667, 0.2111111111111111, 0.15729166666666666, 0.09259259259259259]",31,1
659,./unit1/camera_data/image_BS1_5153_03_30_57.jpg,"[[139, 77, 251, 117]]","[0.203125, 0.17962962962962964, 0.11666666666666667, 0.07407407407407407]",14,1
660,./unit1/camera_data/image_BS1_4092_03_28_41.jpg,"[[636, 72, 742, 110]]","[0.7177083333333333, 0.1685185185185185, 0.11041666666666666, 0.07037037037037037]",44,1
661,./unit1/camera_data/image_BS1_306_03_20_37.jpg,"[[546, 73, 647, 111]]","[0.6213541666666667, 0.17037037037037037, 0.10520833333333333, 0.07037037037037037]",39,1
662,./unit1/camera_data/image_BS1_8108_03_37_16.jpg,"[[249, 74, 377, 113]]","[0.3260416666666667, 0.17314814814814813, 0.13333333333333333, 0.07222222222222222]",17,1
663,./unit1/camera_data/image_BS1_4849_03_30_18.jpg,"[[480, 90, 630, 138]]","[0.578125, 0.2111111111111111, 0.15625, 0.08888888888888889]",34,1
664,./unit1/camera_data/image_BS1_1047_03_22_12.jpg,"[[232, 76, 350, 114]]","[0.303125, 0.17592592592592593, 0.12291666666666666, 0.07037037037037037]",17,1
665,./unit1/camera_data/image_BS1_8591_03_38_19.jpg,"[[214, 92, 366, 143]]","[0.3020833333333333, 0.2175925925925926, 0.15833333333333333, 0.09444444444444444]",17,1
666,./unit1/camera_data/image_BS1_2583_03_25_28.jpg,"[[497, 89, 649, 140]]","[0.596875, 0.21203703703703702, 0.15833333333333333, 0.09444444444444444]",36,1
668,./unit1/camera_data/image_BS1_4369_03_29_16.jpg,"[[774, 87, 943, 138]]","[0.8942708333333333, 0.20833333333333334, 0.17604166666666668, 0.09444444444444444]",54,1
670,./unit1/camera_data/image_BS1_9892_03_41_08.jpg,"[[435, 69, 549, 108]]","[0.5125, 0.1638888888888889, 0.11875, 0.07222222222222222]",30,1
671,./unit1/camera_data/image_BS1_3646_03_27_44.jpg,"[[362, 74, 481, 113]]","[0.4390625, 0.17314814814814813, 0.12395833333333334, 0.07222222222222222]",27,1
672,./unit1/camera_data/image_BS1_2053_03_24_21.jpg,"[[838, 89, 960, 139]]","[0.9364583333333333, 0.2111111111111111, 0.12708333333333333, 0.09259259259259259]",55,1
673,./unit1/camera_data/image_BS1_3352_03_27_07.jpg,"[[403, 91, 564, 142]]","[0.5036458333333333, 0.21574074074074073, 0.16770833333333332, 0.09444444444444444]",29,1
674,./unit1/camera_data/image_BS1_5389_03_31_27.jpg,"[[773, 90, 941, 143]]","[0.8927083333333333, 0.21574074074074073, 0.175, 0.09814814814814815]",54,1
675,./unit1/camera_data/image_BS1_2010_03_24_15.jpg,"[[4, 90, 177, 144]]","[0.09427083333333333, 0.21666666666666667, 0.18020833333333333, 0.1]",7,1
676,./unit1/camera_data/image_BS1_7010_03_34_55.jpg,"[[96, 90, 261, 143]]","[0.1859375, 0.21574074074074073, 0.171875, 0.09814814814814815]",11,1
677,./unit1/camera_data/image_BS1_2529_03_25_21.jpg,"[[152, 87, 304, 143]]","[0.2375, 0.21296296296296297, 0.15833333333333333, 0.1037037037037037]",13,1
678,./unit1/camera_data/image_BS1_291_03_20_35.jpg,"[[649, 72, 760, 110]]","[0.7338541666666667, 0.1685185185185185, 0.115625, 0.07037037037037037]",45,1
680,./unit1/camera_data/image_BS1_6489_03_33_48.jpg,"[[263, 91, 418, 143]]","[0.3546875, 0.21666666666666667, 0.16145833333333334, 0.0962962962962963]",19,1
681,./unit1/camera_data/image_BS1_4605_03_29_47.jpg,"[[573, 72, 679, 111]]","[0.6520833333333333, 0.16944444444444445, 0.11041666666666666, 0.07222222222222222]",42,1
682,./unit1/camera_data/image_BS1_6806_03_34_29.jpg,"[[805, 73, 917, 109]]","[0.896875, 0.1685185185185185, 0.11666666666666667, 0.06666666666666667]",55,1
683,./unit1/camera_data/image_BS1_5391_03_31_28.jpg,"[[800, 92, 960, 142]]","[0.9166666666666666, 0.21666666666666667, 0.16666666666666666, 0.09259259259259259]",55,1
684,./unit1/camera_data/image_BS1_8594_03_38_19.jpg,"[[257, 90, 415, 143]]","[0.35, 0.21574074074074073, 0.16458333333333333, 0.09814814814814815]",17,1
685,./unit1/camera_data/image_BS1_9281_03_39_49.jpg,"[[527, 71, 647, 111]]","[0.6114583333333333, 0.1685185185185185, 0.125, 0.07407407407407407]",37,1
